beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Honkers Ale","Goose Island Beer Co.","English Bitter",4.3,30,,"Paddy O's",Boston,MA,"United States",42.3611,-71.0568,4.5,"2014-09-04 20:43:30",https://untappd.com/c/112405856,https://untappd.com/beer/6469,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,112405856,6469,2898,,3.41,3.41,,0,0
"Allagash White","Allagash Brewing Company","Wheat Beer - Witbier",5.2,13,,,,,,,,4.5,"2014-09-04 21:45:12",https://untappd.com/c/112434771,https://untappd.com/beer/5862,https://untappd.com/brewery/24,"United States",Portland,ME,,,,112434771,5862,24,,3.76,3.76,,0,0
Heineken,Heineken,"Lager - Euro Pale",5,19,,,,,,,,,"2014-09-05 00:44:11",https://untappd.com/c/112480381,https://untappd.com/beer/5860,https://untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,,,,112480381,5860,1400,,2.94,2.94,,0,0
"Stone IPA","Stone Brewing","IPA - American",6.9,71,,"Jet Rock Bar & Grill",Philadelphia,PA,"United States",39.8746,-75.2438,4,"2014-09-05 17:28:41",https://untappd.com/c/112571647,https://untappd.com/beer/821,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,112571647,821,1204,,3.78,3.78,,0,0
"Big Eddy Imperial IPA","Jacob Leinenkugel Brewing Company","IPA - Imperial / Double",8.2,80,,"935M Apartments",Atlanta,GA,"United States",33.7779,-84.4085,4,"2014-09-06 00:21:21",https://untappd.com/c/112763486,https://untappd.com/beer/139718,https://untappd.com/brewery/708,"United States","Chippewa Falls",WI,,,,112763486,139718,708,,3.62,3.63,,0,0
Hopsecutioner,"Terrapin Beer Co. ","IPA - American",7.3,60,,,,,,,,,"2014-09-06 00:59:09",https://untappd.com/c/112772226,https://untappd.com/beer/5714,https://untappd.com/brewery/1243,"United States",Athens,GA,,,,112772226,5714,1243,,3.76,3.76,,0,0
"Moo-Hoo Chocolate Milk Stout","Terrapin Beer Co. ","Stout - Milk / Sweet",6.1,25,,,,,,,,,"2014-09-06 06:59:32",https://untappd.com/c/112796980,https://untappd.com/beer/7231,https://untappd.com/brewery/1243,"United States",Athens,GA,,,,112796980,7231,1243,,3.9,3.9,,0,0
"Weihenstephaner Hefeweissbier","Bayerische Staatsbrauerei Weihenstephan",Hefeweizen,5.4,14,,"Der Biergarten",Atlanta,GA,"United States",33.7618,-84.3964,4.5,"2014-09-06 19:48:33",https://untappd.com/c/113044493,https://untappd.com/beer/8745,https://untappd.com/brewery/88,Germany,Freising,Bayern,,,,113044493,8745,88,,3.8,3.8,,0,0
"420 Extra Pale Ale","SweetWater Brewing Company","Pale Ale - American",5.7,39,,"Ray's New York Pizza",Atlanta,GA,"United States",33.7767,-84.388,,"2014-09-08 16:54:44",https://untappd.com/c/113488796,https://untappd.com/beer/5912,https://untappd.com/brewery/1224,"United States",Atlanta,GA,,,,113488796,5912,1224,,3.61,3.61,,0,0
Rye,"Terrapin Beer Co. ","Rye Beer",5.5,32,,,,,,,,,"2014-09-09 16:32:19",https://untappd.com/c/113620333,https://untappd.com/beer/5591,https://untappd.com/brewery/1243,"United States",Athens,GA,,,,113620333,5591,1243,,3.55,3.55,,0,0
"Two Hearted Ale","Bell's Brewery","IPA - American",7,55,,,,,,,,5,"2014-09-10 21:55:54",https://untappd.com/c/113851688,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,113851688,4133,2507,,3.96,3.96,,0,0
"Sour Bikini","Evil Twin Brewing","Sour - Other",3,25,,,,,,,,4.5,"2014-09-10 22:10:08",https://untappd.com/c/113855964,https://untappd.com/beer/190843,https://untappd.com/brewery/3735,"United States",Brooklyn,NY,,,,113855964,190843,3735,,3.73,3.73,,0,0
"Stone IPA","Stone Brewing","IPA - American",6.9,71,"afternoon IPA","935M Apartments",Atlanta,GA,"United States",33.7779,-84.4085,4,"2014-09-11 14:19:02",https://untappd.com/c/113915168,https://untappd.com/beer/821,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,113915168,821,1204,,3.78,3.78,,0,0
"90 Minute Imperial IPA","Dogfish Head Craft Brewery","IPA - Imperial / Double",9,90,,,,,,,,4.5,"2014-09-12 19:25:16",https://untappd.com/c/114218139,https://untappd.com/beer/8056,https://untappd.com/brewery/459,"United States",Milton,DE,,,,114218139,8056,459,,4.05,4.05,,0,0
"Hoplanta (1993-2018)","Atlanta Brewing Company","IPA - American",6.8,61,,,,,,,,4.5,"2014-09-12 19:25:51",https://untappd.com/c/114218418,https://untappd.com/beer/99128,https://untappd.com/brewery/2038,"United States",Atlanta,GA,,,,114218418,99128,2038,,3.53,3.53,,0,0
"Dale's Pale Ale","Oskar Blues Brewery","Pale Ale - American",6.5,65,,,,,,,,,"2014-09-12 20:11:52",https://untappd.com/c/114244084,https://untappd.com/beer/10759,https://untappd.com/brewery/956,"United States",Longmont,CO,,,,114244084,10759,956,,3.63,3.63,,0,0
"Harpoon IPA","Harpoon Brewery","IPA - American",6,42,,"935M Apartments",Atlanta,GA,"United States",33.7779,-84.4085,3,"2014-09-12 20:45:19",https://untappd.com/c/114263629,https://untappd.com/beer/5928,https://untappd.com/brewery/634,"United States",Boston,MA,,,,114263629,5928,634,,3.5,3.5,,0,0
"Sapporo Premium Beer","Sapporo Breweries","Lager - Pale",4.9,18,,"Symphony Sushi",Boston,MA,"United States",42.3418,-71.0869,2.5,"2014-09-18 18:56:24",https://untappd.com/c/115600373,https://untappd.com/beer/17636,https://untappd.com/brewery/4779,Japan,Shibuya-ku,Tokyo,,,,115600373,17636,4779,https://untappd.s3.amazonaws.com/photo/2014_09_18/0aa340e10d2c534a249da7603fdb453d_raw.jpg,3.17,3.17,,0,0
"Anchor Steam Beer","Anchor Brewing Company","California Common",4.9,33,,,,,,,,3.5,"2014-09-18 23:23:05",https://untappd.com/c/115698434,https://untappd.com/beer/6204,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,115698434,6204,3891,,3.49,3.49,,0,0
"Goose IPA","Goose Island Beer Co.","IPA - English",5.9,55,,"Brookline, MA",,MA,"United States",42.3407,-71.1245,4,"2014-09-19 20:16:51",https://untappd.com/c/115887437,https://untappd.com/beer/1353,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,115887437,1353,2898,,3.52,3.52,,0,0
"Hoegaarden Wit / Blanche","Brouwerij Hoegaarden","Wheat Beer - Witbier",4.9,15,"house party, too bad my roommate is not as much as a beer snob as I am.","Cedar Republic",Boston,MA,"United States",42.3273,-71.0942,3.5,"2014-09-20 23:50:28",https://untappd.com/c/116433873,https://untappd.com/beer/6422,https://untappd.com/brewery/302,Belgium,Hoegaarden,Vlaanderen,,,,116433873,6422,302,,3.56,3.56,,0,0
"Oktoberfest Märzen / Original Münchner Märzen","Paulaner Brauerei",Märzen,5.8,20,,"Bukowski Tavern",Boston,MA,"United States",42.3472,-71.0854,4.5,"2014-09-25 20:15:19",https://untappd.com/c/117281785,https://untappd.com/beer/15180,https://untappd.com/brewery/972,Germany,Munich,Bayern,,,,117281785,15180,972,,3.67,3.67,,0,0
"Smiling Pumpkin Ale","Heartland Brewery","Pumpkin / Yam Beer",5.75,0,,"Heartland Brewery","New York",NY,"United States",40.7563,-73.9903,4.5,"2014-09-26 18:48:55",https://untappd.com/c/117503864,https://untappd.com/beer/6736,https://untappd.com/brewery/643,"United States","New York",NY,,,,117503864,6736,643,https://untappd.s3.amazonaws.com/photo/2014_09_26/8484d7729dd69e635b624682ae97ae10_raw.jpg,3.57,3.58,,0,0
"Indiana Pale Ale","Heartland Brewery","IPA - American",6,0,,"Heartland Brewery","New York",NY,"United States",40.7563,-73.9903,,"2014-09-26 19:31:56",https://untappd.com/c/117526143,https://untappd.com/beer/1761,https://untappd.com/brewery/643,"United States","New York",NY,,,,117526143,1761,643,,3.44,3.45,,0,0
"Brooklyn East IPA","Brooklyn Brewery","IPA - English",6.9,47,,"Brooklyn Brewery",Brooklyn,NY,"United States",40.7216,-73.9573,5,"2014-09-27 12:21:41",https://untappd.com/c/117743674,https://untappd.com/beer/1826,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,117743674,1826,259,,3.51,3.51,,0,0
"Brooklyn Sorachi Ace","Brooklyn Brewery","Farmhouse Ale - Saison",7.2,34,,"Brooklyn Brewery",Brooklyn,NY,"United States",40.7216,-73.9573,5,"2014-09-27 12:36:57",https://untappd.com/c/117747874,https://untappd.com/beer/8731,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,117747874,8731,259,,3.63,3.63,,0,0
"Brooklyn Blast!","Brooklyn Brewery","IPA - Imperial / Double",8.4,53,,"Brooklyn Brewery",Brooklyn,NY,"United States",40.7216,-73.9573,5,"2014-09-27 12:56:43",https://untappd.com/c/117753973,https://untappd.com/beer/9368,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,117753973,9368,259,https://untappd.s3.amazonaws.com/photo/2014_09_27/384a2d7b655abffbe67d76d6fb65f871_raw.jpg,3.8,3.8,,0,0
"Raging Bitch","Flying Dog Brewery","IPA - Belgian",8.3,60,,"3333 Broadway","New York",NY,"United States",40.8194,-73.957,5,"2014-09-28 20:58:18",https://untappd.com/c/118349008,https://untappd.com/beer/5756,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,118349008,5756,540,https://untappd.s3.amazonaws.com/photo/2014_09_29/f660b10133be046167a3aa8b1ba72694_raw.jpg,3.65,3.65,,0,0
"Delirium Tremens","Delirium - Huyghe Brewery","Belgian Strong Golden Ale",8.5,26,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,5,"2014-10-06 22:36:41",https://untappd.com/c/120264943,https://untappd.com/beer/4485,https://untappd.com/brewery/285,Belgium,Melle,Vlaanderen,,,,120264943,4485,285,https://untappd.s3.amazonaws.com/photo/2014_10_07/01c758aad78ba73b568515c508526479_raw.jpg,3.88,3.88,,0,0
"Belgian White","Shock Top Brewing Co.","Wheat Beer - Witbier",5.2,10,"Running out of $ for the good stuff","Death Star",Brookline,MA,"United States",42.3498,-71.127,,"2014-10-07 21:50:37",https://untappd.com/c/120403359,https://untappd.com/beer/3977,https://untappd.com/brewery/148017,"United States","St Louis",MO,,,,120403359,3977,148017,,3.3,3.3,,0,0
Pumpkin,"UFO Beer","Pumpkin / Yam Beer",5.9,20,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,3.5,"2014-10-08 19:44:11",https://untappd.com/c/120519354,https://untappd.com/beer/64417,https://untappd.com/brewery/469421,"United States",Boston,MA,,,,120519354,64417,469421,,3.57,3.57,,0,0
"Harpoon Rich & Dan's Rye IPA","Harpoon Brewery","IPA - Rye",6.9,70,pregame,"Death Star",Brookline,MA,"United States",42.3498,-71.127,,"2014-10-10 21:03:45",https://untappd.com/c/121004746,https://untappd.com/beer/149119,https://untappd.com/brewery/634,"United States",Boston,MA,,,,121004746,149119,634,,3.59,3.59,,0,0
"The Crisp","Sixpoint Brewery","Pilsner - German",5.4,44,,"The Sinclair Kitchen",Cambridge,MA,"United States",42.374,-71.1208,4,"2014-10-10 22:53:24",https://untappd.com/c/121049303,https://untappd.com/beer/11517,https://untappd.com/brewery/1149,"United States",Brooklyn,NY,,,,121049303,11517,1149,,3.47,3.47,,0,0
"Harpoon Octoberfest","Harpoon Brewery",Märzen,5.3,30,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,,"2014-10-11 22:34:29",https://untappd.com/c/121506059,https://untappd.com/beer/6261,https://untappd.com/brewery/634,"United States",Boston,MA,,,,121506059,6261,634,,3.45,3.45,,0,0
"Pale Ale","Sierra Nevada Brewing Co.","Pale Ale - American",5.6,38,,"Paradise Rock Club",Boston,MA,"United States",42.352,-71.1195,,"2014-10-12 19:44:33",https://untappd.com/c/121764754,https://untappd.com/beer/6284,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,121764754,6284,1142,,3.63,3.63,,0,0
"Harpoon IPA","Harpoon Brewery","IPA - American",6,42,"Cerveja da consolação depois de um tough day","Death Star",Brookline,MA,"United States",42.3498,-71.127,3,"2014-10-21 20:56:16",https://untappd.com/c/123797217,https://untappd.com/beer/5928,https://untappd.com/brewery/634,"United States",Boston,MA,,,,123797217,5928,634,,3.5,3.5,,0,0
"West Coast IPA (2014-2018)","Green Flash Brewing Company","IPA - Imperial / Double",8.1,95,,"The Publick House",Brookline,MA,"United States",42.3393,-71.1367,4.5,"2014-10-23 20:03:56",https://untappd.com/c/124142144,https://untappd.com/beer/646818,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,124142144,646818,609,,3.87,3.87,,0,0
"Hugh Malone","Allagash Brewing Company","IPA - Belgian",6.8,0,,"The Publick House",Brookline,MA,"United States",42.3393,-71.1367,4,"2014-10-23 20:49:20",https://untappd.com/c/124162206,https://untappd.com/beer/8724,https://untappd.com/brewery/24,"United States",Portland,ME,,,,124162206,8724,24,,3.83,3.83,,0,0
"Harvest Pumpkin Ale","Blue Moon Brewing Company","Pumpkin / Yam Beer",5.7,16,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,3.5,"2014-10-23 23:19:26",https://untappd.com/c/124218218,https://untappd.com/beer/3837,https://untappd.com/brewery/127804,"United States",Denver,CO,,,,124218218,3837,127804,,3.32,3.32,,0,0
Raspberry,"UFO Beer",Hefeweizen,4.8,10,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,4.5,"2014-10-24 19:53:37",https://untappd.com/c/124409949,https://untappd.com/beer/4978,https://untappd.com/brewery/469421,"United States",Boston,MA,,,,124409949,4978,469421,https://untappd.s3.amazonaws.com/photo/2014_10_24/3750d80f4f1909be2f55471b4045fd8c_raw.jpg,3.49,3.49,,0,0
Resin,"Sixpoint Brewery","IPA - Imperial / Double",9.1,103,"pre game","Death Star",Brookline,MA,"United States",42.3498,-71.127,4.5,"2014-11-13 20:31:26",https://untappd.com/c/129231880,https://untappd.com/beer/117064,https://untappd.com/brewery/1149,"United States",Brooklyn,NY,,,,129231880,117064,1149,,3.97,3.97,,1,0
"Samuel Adams Winter Lager (Retired Version)","Boston Beer Company","Lager - Winter",5.6,22,,"Samuel Adams Boston Brewery",Boston,MA,"United States",42.3146,-71.1029,,"2014-11-15 10:41:57",https://untappd.com/c/129668737,https://untappd.com/beer/3919,https://untappd.com/brewery/157,"United States",Boston,MA,,,,129668737,3919,157,,3.43,3.43,,1,0
"Samuel Adams Black Harbor Stout","Boston Beer Company","Stout - Imperial / Double",11,0,,"Samuel Adams Boston Brewery",Boston,MA,"United States",42.3146,-71.1029,4.5,"2014-11-15 10:47:39",https://untappd.com/c/129669354,https://untappd.com/beer/885012,https://untappd.com/brewery/157,"United States",Boston,MA,,,,129669354,885012,157,,3.81,3.8,,1,0
"Samuel Adams Rebel IPA (Original recipe -2016)","Boston Beer Company","IPA - American",6.5,45,,"Doyle's Cafe","Jamaica Plain",MA,"United States",42.3064,-71.1073,4.5,"2014-11-15 11:48:02",https://untappd.com/c/129678279,https://untappd.com/beer/382755,https://untappd.com/brewery/157,"United States",Boston,MA,,,,129678279,382755,157,,3.48,3.48,,1,0
"West Coast IPA (2014-2018)","Green Flash Brewing Company","IPA - Imperial / Double",8.1,95,,"Sunset Grill & Tap",Allston,MA,"United States",42.3528,-71.1316,4.5,"2014-11-21 23:44:46",https://untappd.com/c/131378454,https://untappd.com/beer/646818,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,131378454,646818,609,,3.87,3.87,,0,0
"Banana Bread Beer","Eagle Brewery (formerly Charles Wells)","Fruit Beer",5.2,18,,"Sunset Grill & Tap",Allston,MA,"United States",42.3528,-71.1316,,"2014-11-22 00:58:20",https://untappd.com/c/131399167,https://untappd.com/beer/5839,https://untappd.com/brewery/1348,England,Bedford,Bedford,,,,131399167,5839,1348,,3.55,3.55,,0,0
"90 Minute Imperial IPA","Dogfish Head Craft Brewery","IPA - Imperial / Double",9,90,,"Coolidge Corner Clubhouse",Brookline,MA,"United States",42.3433,-71.123,4.5,"2014-11-25 21:50:39",https://untappd.com/c/132445003,https://untappd.com/beer/8056,https://untappd.com/brewery/459,"United States",Milton,DE,,,,132445003,8056,459,,4.05,4.05,,0,0
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,"The Galley Restaurant","Santa Monica",CA,"United States",34.0034,-118.485,5,"2014-12-14 19:29:21",https://untappd.com/c/137724356,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,137724356,5558,68,,3.96,3.96,,0,0
#9,"Magic Hat Brewing Company","Pale Ale - American",5.1,20,,"Yard House Los Angeles - LA Live","Los Angeles",CA,"United States",34.0452,-118.266,4,"2014-12-17 00:29:06",https://untappd.com/c/138080620,https://untappd.com/beer/3776,https://untappd.com/brewery/812,"United States","South Burlington",VT,,,,138080620,3776,812,,3.56,3.56,,0,0
"Double Jack","Firestone Walker Brewing Company","IPA - Imperial / Double",9.5,85,,"Yard House Los Angeles - LA Live","Los Angeles",CA,"United States",34.0452,-118.266,4.5,"2014-12-17 00:32:14",https://untappd.com/c/138080704,https://untappd.com/beer/10050,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,138080704,10050,524,,4.09,4.09,,1,0
"Big Daddy IPA","Speakeasy Ales & Lagers","IPA - American",6.5,60,,"Santa Monica State Beach","Santa Monica",CA,"United States",34.0114,-118.498,5,"2014-12-17 18:57:09",https://untappd.com/c/138228251,https://untappd.com/beer/917,https://untappd.com/brewery/1177,"United States","San Francisco",CA,,,,138228251,917,1177,,3.59,3.59,,0,0
"Celebration Fresh Hop IPA","Sierra Nevada Brewing Co.","IPA - American",6.8,65,,"Santa Monica State Beach","Santa Monica",CA,"United States",34.0114,-118.498,3.5,"2014-12-17 22:18:20",https://untappd.com/c/138267749,https://untappd.com/beer/16630,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,138267749,16630,1142,,3.73,3.73,,0,0
"Dos Equis Lager Especial","Cervecería Cuauhtémoc Moctezuma S.A. de C.V.","Lager - American",4.2,10,,"La Golondrina","Los Angeles",CA,"United States",34.0577,-118.238,,"2014-12-18 16:25:46",https://untappd.com/c/138380673,https://untappd.com/beer/10887,https://untappd.com/brewery/360,Mexico,Monterrey,"Nuevo León",,,,138380673,10887,360,,3.09,3.09,,0,0
"Delirium Noël / Christmas","Delirium - Huyghe Brewery","Winter Ale",10,20,"Great company calls for an awesome beer.",,,,,,,5,"2014-12-18 22:29:36",https://untappd.com/c/138498980,https://untappd.com/beer/8767,https://untappd.com/brewery/285,Belgium,Melle,Vlaanderen,,,,138498980,8767,285,https://untappd.s3.amazonaws.com/photo/2014_12_19/ea972d95a0aa568c627f57a9b6139101_raw.jpg,3.79,3.79,,0,0
Heineken,Heineken,"Lager - Euro Pale",5,19,"Great hosts expect you with cold mugs for beer ","San Luis Obispo, CA",,CA,"United States",35.2827,-120.66,,"2014-12-20 18:01:36",https://untappd.com/c/139138591,https://untappd.com/beer/5860,https://untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,,,,139138591,5860,1400,https://untappd.s3.amazonaws.com/photo/2014_12_21/fa53c320e6da9d760f20bcb61029eb37_raw.jpg,2.94,2.94,,0,0
"Tricerahops ","Ninkasi Brewing Company","IPA - Imperial / Double",8,84,,"San Luis Obispo, CA",,CA,"United States",35.2827,-120.66,4,"2014-12-20 21:03:05",https://untappd.com/c/139235131,https://untappd.com/beer/6412,https://untappd.com/brewery/2840,"United States",Eugene,OR,,,,139235131,6412,2840,,3.9,3.9,,0,0
"Apocalypse IPA","10 Barrel Brewing Co.","IPA - American",6.8,70,,"Firestone Grill","San Luis Obispo",CA,"United States",35.2812,-120.66,4.5,"2014-12-21 14:45:48",https://untappd.com/c/139422903,https://untappd.com/beer/12786,https://untappd.com/brewery/3436,"United States",Bend,OR,,,,139422903,12786,3436,,3.73,3.73,,0,0
"Big Daddy IPA","Speakeasy Ales & Lagers","IPA - American",6.5,60,,"Knuckles Sports Bar",Monterey,CA,"United States",36.5917,-121.877,5,"2014-12-21 21:16:52",https://untappd.com/c/139557381,https://untappd.com/beer/917,https://untappd.com/brewery/1177,"United States","San Francisco",CA,,,,139557381,917,1177,,3.59,3.59,,0,0
"Tricerahops ","Ninkasi Brewing Company","IPA - Imperial / Double",8,84,"tough life","Hyatt Regency Monterey Hotel And Spa On Del Monte Golf Course",Monterey,CA,"United States",36.5918,-121.877,4,"2014-12-22 21:21:20",https://untappd.com/c/139782627,https://untappd.com/beer/6412,https://untappd.com/brewery/2840,"United States",Eugene,OR,,,,139782627,6412,2840,,3.9,3.9,,0,0
"Rare Vos","Brewery Ommegang","Pale Ale - Belgian",6.5,21,,,,,,,,4.5,"2014-12-23 21:13:58",https://untappd.com/c/140075108,https://untappd.com/beer/2384,https://untappd.com/brewery/249,"United States",Cooperstown,NY,,,,140075108,2384,249,,3.75,3.75,,0,0
"Houblon Chouffe","Brasserie d'Achouffe","IPA - Belgian",9,47,,Suppenküche,"San Francisco",CA,"United States",37.7763,-122.426,,"2014-12-26 20:03:09",https://untappd.com/c/141203848,https://untappd.com/beer/230,https://untappd.com/brewery/11866,Belgium,Achouffe,Wallonie,,,,141203848,230,11866,,3.69,3.69,,0,0
"Original (TAP07)","Schneider Weisse G. Schneider & Sohn",Hefeweizen,5.4,14,,Suppenküche,"San Francisco",CA,"United States",37.7763,-122.426,4,"2014-12-26 21:20:40",https://untappd.com/c/141236284,https://untappd.com/beer/11982,https://untappd.com/brewery/1023,Germany,Kelheim,Bayern,,,,141236284,11982,1023,,3.68,3.68,,0,0
